,title,author,publisher,isbn13,pubDate,categoryId,categoryName,description,cover
0,"굿바이, 이재명",장영하 (지은이),지우출판,9788991622869,2021-12-24,51277,국내도서>사회과학>한국정치사정/정치사>한국정치사정/정치사-일반,"진실을 찾아서 그 위에 정의를 세우기 위한 기록이다. 개인의 삶이 결코 한 개인의 삶으로 끝나지 않고 사회에 미치는 영향과 그 영향으로 사회가 어떻게 뒤엉켰는지를 알려 주며, 뒤엉킨 것을 풀어내고자 했다.",https://image.aladin.co.kr/product/28530/98/coversum/8991622860_2.jpg
1,그리움은 아무에게나 생기지 않습니다,박근혜 (지은이),가로세로연구소,9791196661984,2021-12-30,51220,국내도서>사회과학>정치학/외교학/행정학>정치인,유영하 변호사가 각계각층의 사람들이 보낸 수만 통에 달하는 편지들과 직접 답장한 것들을 엮어 책으로 펴냈다.,https://image.aladin.co.kr/product/28530/46/coversum/k802835034_2.jpg
2,나의 마녀 4 (완결기념 북케이스 세트) - 일러스트 엽서 2매 + 릴리 파우치 + 비하인드 소책자(32p) + 북케이스 + 디지털 특전,"해윤 (지은이), MAS (그림)",문학동네,9788954684637,2022-01-28,7443,국내도서>만화>인터넷 연재 만화,마녀들의 이상한 사랑을 그린 로맨스 웹툰 『나의 마녀』 1부의 단행본. 지나치게 아름다운 나머지 마녀로 몰리며 괴롭힘을 당하는 소녀 코델리아. 코델리아 이전에 마을의 희생양이었던 외팔 소년 콜린은 약자를 괴롭히는 사람들에게 회의를 느낀다. 마침내 정체를 드러낸 진짜 마녀는 콜린에게 뜻밖의 이야기를 들려주는데…,https://image.aladin.co.kr/product/28582/10/coversum/8954684637_1.jpg
3,The Earthian Tales 어션 테일즈 No.1 - alone,"김보영, 고호관, 곽재식, 구한나리, 구환회, 김창규, 김효선, 박경만, 박문영, 서바이벌SF키트, 시아란, 심너울, 심완선, 위래, 이경희, 이서영, 이수현, 이지용, 이하진, 전삼혜, 전혜진, 정명섭, 정보라, 정이담, 진규, 최의택, 한승태, 해도연, 홍지운, 황인찬, 루토, OOO, 이주혜 (지은이)",아작,9772799628000,2022-01-01,51234,국내도서>소설/시/희곡>문학 잡지>기타,"지구에서, 지구인들이, 계절마다 만들어내는 경이로운 이야기, SF 전문 계간 문학잡지. 각자의 시간을, 공간을, 세상을 성실히 다져온 이야기꾼들은 그 빛을 반사해 저 먼 지면에 스민 밤을 밝혀줄 준비가 되어 있다. 일 년에 네 번, 계절이 올 때마다 찾아올 어션 테일즈의 시작을 알린다.",https://image.aladin.co.kr/product/28486/34/coversum/k912835128_1.jpg
4,불편한 편의점,김호연 (지은이),나무옆의자,9791161571188,2021-04-20,50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,&lt;망원동 브라더스&gt;의 작가 김호연의 '동네이야기' 시즌 2. 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아냈다.,https://image.aladin.co.kr/product/26942/84/coversum/k582730818_1.jpg
5,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),이투스북,9791138902199,2021-12-09,166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)","한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",https://image.aladin.co.kr/product/28461/29/coversum/k642837967_1.jpg
6,"설민석의 한국사 대모험 19 - 고려 편 : 왕건, 새로운 세상을 열다!","설민석, 스토리박스 (지은이), 정현희 (그림), 강석화 (감수)",아이휴먼,9791165383053,2021-12-28,48904,국내도서>어린이>초등 한국사,"왕건이 궁예를 대신해 어떻게 백성을 위한 세상을 만들었는지, 진정한 의미의 민족 통일을 이룬 비결은 무엇인지 알아본다. 18권에서 궁예의 후고구려를 중심으로 후삼국 시대의 역사를 알아보았다면, 19권에서 온달은 고려를 세운 태조 왕건과 함께한다.",https://image.aladin.co.kr/product/28540/88/coversum/k222835233_1.jpg
7,웰씽킹 WEALTHINKING (양장) - 부를 창조하는 생각의 뿌리,켈리 최 (지은이),다산북스,9791130677774,2021-11-10,70216,국내도서>자기계발>성공>성공학,"부를 창조한 사람들이 갖고 있는 생각의 뿌리를 이해하고 체득하기 위해 ‘풍요의 생각’을 이야기하는 책이다. 풍요의 생각은 결핍의 생각과 반대되는 개념이다. 풍요의 생각이나 결핍의 생각이나 모두 에너지이지만, 그 방향성은 정반대다.",https://image.aladin.co.kr/product/28273/37/coversum/s242836112_3.jpg
8,트렌드 코리아 2022 - 서울대 소비트렌드 분석센터의 2022 전망,"김난도, 전미영, 최지혜, 이향은, 이준영, 이수진, 서유현, 권정윤, 한다혜, 이혜원 (지은이)",미래의창,9788959897001,2021-10-06,263,국내도서>경제경영>트렌드/미래전망>트렌드/미래전망 일반,"2021년 대한민국은 2020년에 이어 코로나19 팬데믹의 타격으로 휘청거릴 수밖에 없었다. 이러한 격변에 우리는 어떻게 대응할 것인가? 용맹하고 거침없는 호랑이의 기세가 기대되는 2022년, 『트렌드 코리아 2022』은 반전의 시작을 알리는 변화의 징후들을 포착하는 데 결정적인 도움을 줄 것이다.",https://image.aladin.co.kr/product/27971/10/coversum/s822734222_3.jpg
9,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩) - TOEIC 기출문제 한국 독점출간 / 문제집 + 해설집 + APP 모바일 학습 / 2022 대비 최신판,ETS (엮은이),(주)YBM(와이비엠),9788917238549,2021-12-13,49854,국내도서>외국어>토익>Reading,"정기시험 기출문제 7세트와 ETS 토익 예상문제 3세트가 수록되어 있다. 시험에 나온 토익 문제로 실전 감각을 키우고, 동일한 난이도의 예상문제로 시험에 확실하게 대비할 수 있다.",https://image.aladin.co.kr/product/28415/36/coversum/8917238548_2.jpg
10,지박소년 하나코 군 16 (특장판) - 초판 한정 홀로그램 양면 책갈피 + 선착순 한정 아크릴 스탠딩 POP,"아이다이로 (지은이), 장혜영 (옮긴이)",서울미디어코믹스(서울문화사),,2022-01-27,4134,국내도서>만화>본격장르만화>판타지>드라마틱 판타지,"무녀가 제물로 바쳐지면서 저세상과 이 세상의 연결통로는 닫히고 말았다. 네네와 코우는 경계로 건너갈 방법을 찾던 중, 저주받은 【빨간 집】에 들어가고 만다. 그곳에는 하나코와 똑같이 생긴 어린 아이가 있는데….",https://image.aladin.co.kr/product/28634/13/coversum/k422835551_1.jpg
11,그리움은 아무에게나 생기지 않습니다,박근혜 (지은이),가로세로연구소,9791196661984,2021-12-30,51220,국내도서>사회과학>정치학/외교학/행정학>정치인,유영하 변호사가 각계각층의 사람들이 보낸 수만 통에 달하는 편지들과 직접 답장한 것들을 엮어 책으로 펴냈다.,https://image.aladin.co.kr/product/28530/46/coversum/k802835034_2.jpg
12,연이와 버들 도령,백희나 (지은이),책읽는곰,9791158362836,2022-01-07,35134,국내도서>유아>그림책>나라별 그림책>한국 그림책,백희나 작가가 &lt;나는 개다&gt; 이후 3년간의 공백을 딛고 선보이는 옛이야기 그림책. 우리 옛이야기 '연이와 버들 도령'을 사람이라면 누구나 거쳐야 할 자아 통합과 성장의 서사로 새롭게 해석해 냈다.,https://image.aladin.co.kr/product/28591/8/coversum/k132835758_1.jpg
13,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),이투스북,9791138902199,2021-12-09,166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)","한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",https://image.aladin.co.kr/product/28461/29/coversum/k642837967_1.jpg
14,불편한 편의점,김호연 (지은이),나무옆의자,9791161571188,2021-04-20,50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,&lt;망원동 브라더스&gt;의 작가 김호연의 '동네이야기' 시즌 2. 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아냈다.,https://image.aladin.co.kr/product/26942/84/coversum/k582730818_1.jpg
15,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),이투스북,9791138902212,2021-12-09,166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)","한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",https://image.aladin.co.kr/product/28461/35/coversum/k762835821_3.jpg
16,고래별 6 + 세트박스 - 완결,나윤희 (지은이),알에이치코리아(RHK),9788925578927,2022-01-15,7443,국내도서>만화>인터넷 연재 만화,"안데르센의《인어공주》를 모티브로 한, 일제 강점기 경성의 동화 같은 로맨스 웹툰《고래별》의 단행본 5권. 결사단을 쫓는 일본군을 피해 절에 은신한 수아와 해수는 스님을 통해 상황이 안 좋게 돌아가고 있음을 확인하고는 때를 기다린다.",https://image.aladin.co.kr/product/28633/46/coversum/8925578921_1.jpg
17,고양이 해결사 깜냥 4 - 눈썰매장을 씽씽 달려라!,"홍민정 (지은이), 김재희 (그림)",창비,9788936448134,2022-01-21,48874,국내도서>어린이>동화/명작/고전>국내창작동화,"겨울을 맞은 떠돌이 고양이 깜냥이 매서운 추위를 피해 향한 곳은 시내의 자그마한 눈썰매장이다. 깜냥은 야간 근무 중인 안전 요원 덕분에 따뜻한 하룻밤을 보낸다. 그런데 다음 날, 눈썰매장에 성가신 일들이 하나씩 터지는데….",https://image.aladin.co.kr/product/28612/9/coversum/8936448137_1.jpg
18,"굿바이, 이재명",장영하 (지은이),지우출판,9788991622869,2021-12-24,51277,국내도서>사회과학>한국정치사정/정치사>한국정치사정/정치사-일반,"진실을 찾아서 그 위에 정의를 세우기 위한 기록이다. 개인의 삶이 결코 한 개인의 삶으로 끝나지 않고 사회에 미치는 영향과 그 영향으로 사회가 어떻게 뒤엉켰는지를 알려 주며, 뒤엉킨 것을 풀어내고자 했다.",https://image.aladin.co.kr/product/28530/98/coversum/8991622860_2.jpg
19,ETS 토익 정기시험 기출문제집 1000 Vol. 3 Reading (리딩) - TOEIC 기출문제 한국 독점출간 / 문제집 + 해설집 + APP 모바일 학습 / 2022 대비 최신판,ETS (엮은이),(주)YBM(와이비엠),9788917238549,2021-12-13,49854,국내도서>외국어>토익>Reading,"정기시험 기출문제 7세트와 ETS 토익 예상문제 3세트가 수록되어 있다. 시험에 나온 토익 문제로 실전 감각을 키우고, 동일한 난이도의 예상문제로 시험에 확실하게 대비할 수 있다.",https://image.aladin.co.kr/product/28415/36/coversum/8917238548_2.jpg
20,그 해 우리는 2 - 이나은 대본집,이나은 (지은이),김영사,9788934952329,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/83/coversum/8934952326_1.jpg
21,그 해 우리는 1 - 이나은 대본집,이나은 (지은이),김영사,9788934952312,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/82/coversum/8934952318_1.jpg
22,명탐정 코난 100,아오야마 고쇼 (지은이),서울미디어코믹스(서울문화사),9791136748478,2022-01-20,2556,국내도서>만화>본격장르만화>추리/미스터리,"연달아 발견되는 신원불명의 시체…범인은, 검은 조직. 적은 진, 워커, 키안티, 코른, 베르무트, 키르, 그리고 럼. 비길 데 없는 두뇌싸움의 결과로, 밝혀지는 것은…",https://image.aladin.co.kr/product/28683/34/coversum/k802836269_1.jpg
23,불편한 편의점,김호연 (지은이),나무옆의자,9791161571188,2021-04-20,50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,&lt;망원동 브라더스&gt;의 작가 김호연의 '동네이야기' 시즌 2. 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아냈다.,https://image.aladin.co.kr/product/26942/84/coversum/k582730818_1.jpg
24,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 상 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),이투스북,9791138902199,2021-12-09,166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)","한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",https://image.aladin.co.kr/product/28461/29/coversum/k642837967_1.jpg
25,"2022 큰별쌤 최태성의 별★별한국사 한국사능력검정시험 심화(1, 2, 3급) 하 - 한국사능력검정시험 심화(1, 2, 3급)에 대비한 맞춤 기본서",최태성 (지은이),이투스북,9791138902212,2021-12-09,166525,"국내도서>수험서/자격증>한국사능력검정시험>심화(1,2,3급)","한국사에 기초가 전혀 없는 사람도 단기간에 한능검에 합격할 수 있는 최적의 구성을 완성하였다. 판서의 장인 큰별쌤 최태성이 핵심만을 모아 만든 아트 판서를 수록하고, 시험에 자주 등장하는 사료, 사진, 지도 등을 모아 해설하여 합격을 위한 필수 개념을 익히기 쉽게 하였다.",https://image.aladin.co.kr/product/28461/35/coversum/k762835821_3.jpg
26,그리움은 아무에게나 생기지 않습니다,박근혜 (지은이),가로세로연구소,9791196661984,2021-12-30,51220,국내도서>사회과학>정치학/외교학/행정학>정치인,유영하 변호사가 각계각층의 사람들이 보낸 수만 통에 달하는 편지들과 직접 답장한 것들을 엮어 책으로 펴냈다.,https://image.aladin.co.kr/product/28530/46/coversum/k802835034_2.jpg
27,"뉴욕주민의 진짜 미국식 주식투자 - 월스트리트 트레이더에게 배우는 실전 투자의 정석, 전면개정판",뉴욕주민 (지은이),비즈니스북스,9791162542606,2022-01-11,174,국내도서>경제경영>재테크/투자>주식/펀드,"씨티 그룹, JP 모건 등 글로벌 투자은행을 비롯해 사모펀드, 헤지펀드를 거치며 세계 주식시장의 중심 월가에서 치열하게 트레이딩을 해온 유튜버 ‘뉴욕주민’의 미국 주식 입문서인 《뉴욕주민의 진짜 미국식 주식투자》의 전면개정판이 출간됐다.",https://image.aladin.co.kr/product/28612/27/coversum/k812835851_1.jpg
28,연이와 버들 도령,백희나 (지은이),책읽는곰,9791158362836,2022-01-07,35134,국내도서>유아>그림책>나라별 그림책>한국 그림책,백희나 작가가 &lt;나는 개다&gt; 이후 3년간의 공백을 딛고 선보이는 옛이야기 그림책. 우리 옛이야기 '연이와 버들 도령'을 사람이라면 누구나 거쳐야 할 자아 통합과 성장의 서사로 새롭게 해석해 냈다.,https://image.aladin.co.kr/product/28591/8/coversum/k132835758_1.jpg
29,이상한 과자 가게 전천당 13,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)",길벗스쿨,9791164064281,2022-01-24,48877,국내도서>어린이>동화/명작/고전>외국창작동화,&lt;이상한 과자 가게 전천당&gt; 시즌 2. 13권에는 로쿠조 연구소의 계획에 따라 '전천당'에 가게 된 손님들이 등장한다. 행운을 잡으려다 지나친 욕심 때문에 되려 불행에 빠지고 마는 사람들의 이야기를 통해서 우리는 균형 있는 삶이 얼마나 소중한지를 한 번 더 깨닫게 된다.,https://image.aladin.co.kr/product/28689/95/coversum/k332836361_2.jpg
30,윤석열 X파일 - 검찰공화국을 꿈꾸는 윤석열 탐사 리포트,열린공감TV 취재팀 (지은이),열린공감TV,9791197747618,2022-02-04,51220,국내도서>사회과학>정치학/외교학/행정학>정치인,20대 대통령에 출마한 윤석열 후보자를 집중적으로 검증하는 책이다. 열린공감TV에서 오랜 시간 취재해 온 윤석열 후보자와 그의 가족들의 비리 의혹이 정리되어 있다.,https://image.aladin.co.kr/product/28730/75/coversum/k712836673_1.jpg
31,도쿄 리벤저스 19,와쿠이 켄 (지은이),학산문화사(만화),9791134896911,2022-01-19,4134,국내도서>만화>본격장르만화>판타지>드라마틱 판타지,"중학교 때 까지는 잘나가던 불량 타케미치는 어떤 사건을 계기로 미생으로 전락하고 만다. 그렇게 평소처럼 미생의 삶을 살던 그. 누군가에게 떠밀려 전철에 치여 죽을 뻔하던 날, 12년 전으로 타임슬립하고 만다.",https://image.aladin.co.kr/product/28715/36/coversum/k042836669_1.jpg
32,도쿄 리벤저스 20,와쿠이 켄 (지은이),학산문화사(만화),9791134896928,2022-01-21,4134,국내도서>만화>본격장르만화>판타지>드라마틱 판타지,"중학교 때 까지는 잘나가던 불량 타케미치는 어떤 사건을 계기로 미생으로 전락하고 만다. 그렇게 평소처럼 미생의 삶을 살던 그. 누군가에게 떠밀려 전철에 치여 죽을 뻔하던 날, 12년 전으로 타임슬립하고 만다.",https://image.aladin.co.kr/product/28730/49/coversum/k242836672_1.jpg
33,불편한 편의점,김호연 (지은이),나무옆의자,9791161571188,2021-04-20,50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,&lt;망원동 브라더스&gt;의 작가 김호연의 '동네이야기' 시즌 2. 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아냈다.,https://image.aladin.co.kr/product/26942/84/coversum/k582730818_1.jpg
34,여학교의 별 1,"와야마 야마 (지은이), 현승희 (옮긴이)",문학동네,9788954684316,2022-01-31,3742,국내도서>만화>순정만화>레이디스 코믹,"어느 여학교 2학년 4반. 여고생들의 생기발랄, 리얼한 교실 풍경 속에 발랄함과는 거리가 먼 교사가 있다. 시종일관 무표정에 딱딱한 높임말. 만만치 않아 보이는 2학년 4반 담임 호시 선생님을 두고, 어디로 튈지 모르는 여고생들의 장난이 시작된다.",https://image.aladin.co.kr/product/28663/31/coversum/8954684319_1.jpg
35,이상한 과자 가게 전천당 13,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)",길벗스쿨,9791164064281,2022-01-24,48877,국내도서>어린이>동화/명작/고전>외국창작동화,&lt;이상한 과자 가게 전천당&gt; 시즌 2. 13권에는 로쿠조 연구소의 계획에 따라 '전천당'에 가게 된 손님들이 등장한다. 행운을 잡으려다 지나친 욕심 때문에 되려 불행에 빠지고 마는 사람들의 이야기를 통해서 우리는 균형 있는 삶이 얼마나 소중한지를 한 번 더 깨닫게 된다.,https://image.aladin.co.kr/product/28689/95/coversum/k332836361_2.jpg
36,그 해 우리는 1 - 이나은 대본집,이나은 (지은이),김영사,9788934952312,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/82/coversum/8934952318_1.jpg
37,그 해 우리는 2 - 이나은 대본집,이나은 (지은이),김영사,9788934952329,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/83/coversum/8934952326_1.jpg
38,그 해 우리는 1 - 이나은 대본집,이나은 (지은이),김영사,9788934952312,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/82/coversum/8934952318_1.jpg
39,그 해 우리는 2 - 이나은 대본집,이나은 (지은이),김영사,9788934952329,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/83/coversum/8934952326_1.jpg
40,윤석열 X파일 - 검찰공화국을 꿈꾸는 윤석열 탐사 리포트,열린공감TV 취재팀 (지은이),열린공감TV,9791197747618,2022-02-04,51220,국내도서>사회과학>정치학/외교학/행정학>정치인,20대 대통령에 출마한 윤석열 후보자를 집중적으로 검증하는 책이다. 열린공감TV에서 오랜 시간 취재해 온 윤석열 후보자와 그의 가족들의 비리 의혹이 정리되어 있다.,https://image.aladin.co.kr/product/28730/75/coversum/k712836673_1.jpg
41,"2146, 529 - 아무도 기억하지 않는 노동자의 죽음","노동건강연대 (기획), 이현 (정리)",온다프레스,9791197237287,2022-01-27,51078,국내도서>사회과학>사회문제>노동문제,2021년 한 해 동안 재해사고로 세상을 떠난 노동자들의 부고를 담은 책이다. 책 속에서는 숨진 노동자들의 소식이 짧은 문장의 부고로 그저 나열된다.,https://image.aladin.co.kr/product/28584/17/coversum/k382836882_2.jpg
42,불편한 편의점,김호연 (지은이),나무옆의자,9791161571188,2021-04-20,50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,&lt;망원동 브라더스&gt;의 작가 김호연의 '동네이야기' 시즌 2. 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아냈다.,https://image.aladin.co.kr/product/26942/84/coversum/k582730818_1.jpg
43,이상한 과자 가게 전천당 13,"히로시마 레이코 (지은이), 쟈쟈 (그림), 김정화 (옮긴이)",길벗스쿨,9791164064281,2022-01-24,48877,국내도서>어린이>동화/명작/고전>외국창작동화,&lt;이상한 과자 가게 전천당&gt; 시즌 2. 13권에는 로쿠조 연구소의 계획에 따라 '전천당'에 가게 된 손님들이 등장한다. 행운을 잡으려다 지나친 욕심 때문에 되려 불행에 빠지고 마는 사람들의 이야기를 통해서 우리는 균형 있는 삶이 얼마나 소중한지를 한 번 더 깨닫게 된다.,https://image.aladin.co.kr/product/28689/95/coversum/k332836361_2.jpg
44,도원암귀 2 - S코믹스,"우루시바라 유라 (지은이), 천선필 (옮긴이)",㈜소미미디어,9791138406819,2022-02-11,3724,국내도서>만화>소년만화>액션,"오니의 학교 ‘라세츠 학원’에 입학하자마자 무다노 선생님이 ‘술래잡기’라는 시련을 내린다. 이치노세 시키는 다른 두 동기와 함께 무다노 선생님에게 도전하지만, 내성적인 여학생 뵤우부가우라의 ‘오니의 피’가 폭주해서 매우 혼란스러운 사태로 발전하는데.",https://image.aladin.co.kr/product/28757/0/coversum/k702836884_1.jpg
45,"물고기는 존재하지 않는다 - 상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기","룰루 밀러 (지은이), 정지인 (옮긴이)",곰출판,9791189327156,2021-12-17,51002,국내도서>과학>기초과학/교양과학,집착에 가까울 만큼 자연계에 질서를 부여하려 했던 19세기 어느 과학자의 삶을 흥미롭게 좇아가는 이 책은 어느 순간 독자들을 혼돈의 한복판으로 데려가서 우리가 믿고 있던 삶의 질서에 관해 한 가지 의문을 제기한다. “물고기가 존재하지 않는다는 것은 엄연한 하나의 사실이다.,https://image.aladin.co.kr/product/28465/73/coversum/k092835920_2.jpg
46,불편한 편의점,김호연 (지은이),나무옆의자,9791161571188,2021-04-20,50993,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설,&lt;망원동 브라더스&gt;의 작가 김호연의 '동네이야기' 시즌 2. 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아냈다.,https://image.aladin.co.kr/product/26942/84/coversum/k582730818_1.jpg
47,도쿄 에일리언즈 1,"NAOE (지은이), 박소현 (옮긴이)",서울미디어코믹스(서울문화사),9791136750501,2022-02-28,4133,국내도서>만화>본격장르만화>판타지>액션 판타지,"지극히 평범하게 학교생활을 보내는 고등학생, 군지 아키라. 학교에서 돌아가는 전철 안에서 아키라는 등에서 촉수가 자라난 노파에게 느닷없이 붙잡혀 끌려가 버린다. 그녀는 지구 밖 생명체인 쿠네쿠네 성인이라는 것이 판명된다.",https://image.aladin.co.kr/product/28828/49/coversum/k892836594_1.jpg
48,"물고기는 존재하지 않는다 - 상실, 사랑 그리고 숨어 있는 삶의 질서에 관한 이야기","룰루 밀러 (지은이), 정지인 (옮긴이)",곰출판,9791189327156,2021-12-17,51002,국내도서>과학>기초과학/교양과학,집착에 가까울 만큼 자연계에 질서를 부여하려 했던 19세기 어느 과학자의 삶을 흥미롭게 좇아가는 이 책은 어느 순간 독자들을 혼돈의 한복판으로 데려가서 우리가 믿고 있던 삶의 질서에 관해 한 가지 의문을 제기한다. “물고기가 존재하지 않는다는 것은 엄연한 하나의 사실이다.,https://image.aladin.co.kr/product/28465/73/coversum/k092835920_2.jpg
49,그 해 우리는 1 - 이나은 대본집,이나은 (지은이),김영사,9788934952312,2022-02-16,51054,국내도서>예술/대중문화>영화/드라마>시나리오/시나리오작법,"영화, 드라마 팬들이 가장 주목하는 배우 최우식과 김다미의 설렘 가득한 연기 케미로 동 시간대 시청자들의 마음을 사로잡는 것은 물론, 넷플릭스 전 세계 순위 ‘TOP 10(국내 드라마 1위)’에 랭크되며 연일 화제를 쏟아내고 있다.",https://image.aladin.co.kr/product/28677/82/coversum/8934952318_1.jpg
